name,category_list,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status_binary
waddle,['Mobile'],41358853.86867132,USA,CA,2011-01-01,1,2011-10-01,2011-10-01,0
wafergen biosystems,['Biotechnology'],56896750.0,USA,CA,2005-06-04,4,2009-09-15,2013-08-27,1
wagaduu!,['E-Commerce'],16876.0,USA,FL,2012-12-12,1,2015-02-27,2015-02-27,0
wageworks,"['Business Services', 'Consulting']",20000000.0,USA,CA,2000-01-01,1,2010-01-07,2010-01-07,1
wahanda,"['Beauty', 'Curated Web', 'Fitness', 'Health and Wellness', 'Spas']",110755159.097956,GBR,H9,2008-02-14,5,2008-02-14,2015-06-16,1
waitknowmore,"['Customer Service', 'Internet', 'SMS']",85000.0,SGP,unknown,2014-02-01,1,2015-07-31,2015-07-31,0
wakemate,"['Hardware + Software', 'iPhone', 'Mobile']",41358853.86867132,USA,CA,2009-12-01,3,2009-03-01,2010-04-08,0
wakonda technologies,['Clean Technology'],3160000.0,USA,MA,2005-01-01,1,2008-06-10,2008-06-10,0
wakozi,['Curated Web'],41358853.86867132,USA,NY,2008-03-21,1,2006-01-01,2006-01-01,0
waldo,['Apps'],50000.0,SGP,unknown,2010-09-20,1,2015-01-01,2015-01-01,0
walkby,"['E-Commerce', 'Fashion', 'Local', 'Search', 'Shopping']",650000.0,USA,IL,2012-08-01,2,2012-08-01,2013-04-10,0
walk score,"['Location Based Services', 'Price Comparison', 'Real Estate', 'Rental Housing']",2000000.0,USA,WA,2007-07-01,1,2012-01-13,2012-01-13,1
wallaby financial,"['Cloud Computing', 'Credit', 'Finance']",1100000.0,USA,CA,2012-01-01,1,2012-08-30,2012-08-30,1
walldress,"['Fashion', 'Shopping', 'Social Media']",170000.0,FRA,A8,2010-03-06,1,2011-02-01,2011-02-01,0
wallerius,"['Consumer Goods', 'Food Processing', 'Specialty Foods']",233644.0,BRA,23,1955-01-01,1,2006-12-12,2006-12-12,0
wallstrip,['News'],600000.0,SGP,unknown,2006-10-01,1,2007-01-01,2007-01-01,1
elyssafregori,"['Enterprise Software', 'Small and Medium Businesses']",2800000.0,TAN,18,2013-10-06,2,2013-06-09,2013-07-01,0
walvax biotechnology,['Biotechnology'],72800000.0,CHN,unknown,2011-01-01,1,2014-08-08,2014-08-08,1
wander,"['Blogging Platforms', 'Curated Web', 'Finance', 'FinTech', 'Local', 'Reviews and Recommendations', 'Social Travel']",1200000.0,USA,NY,2011-01-01,2,2012-03-01,2012-04-19,1
wanderfly,"['Reviews and Recommendations', 'Travel']",1400000.0,USA,NY,2009-08-01,2,2009-08-01,2011-02-01,1
wandisco,"['Big Data', 'Open Source', 'Software']",91466131.0,USA,CA,2005-11-01,4,2012-06-01,2015-01-23,1
wangyou,['Games'],11120000.0,CHN,22,2001-12-19,2,2006-04-01,2007-10-01,0
wannafun,['Online Dating'],450000.0,RUS,48,2011-08-04,1,2012-08-01,2012-08-01,0
wanova,['Enterprise Software'],23000000.0,USA,CA,2003-12-20,6,2008-04-01,2011-08-23,1
want me get me,"['Information Technology', 'Leisure', 'Online Travel', 'Travel & Tourism']",41358853.86867132,USA,NY,2011-01-01,1,2011-06-01,2011-06-01,1
wanted technologies,['Analytics'],13622803.0,USA,NY,1997-05-05,6,1999-01-01,2014-03-28,1
wantering,"['E-Commerce', 'Fashion', 'Online Shopping', 'Product Search', 'Search']",1356320.0,CAN,BC,2011-10-01,3,2012-05-22,2014-02-01,1
wantful,['E-Commerce'],5500000.0,USA,NY,2011-01-01,1,2012-03-20,2012-03-20,0
wantworthy,"['Curated Web', 'E-Commerce', 'Fashion', 'Finance', 'Retail']",1018000.0,USA,NY,2011-01-01,3,2011-07-01,2012-08-09,0
waple,"['Apps', 'Services', 'Social Network Media']",7637697.65,KOR,11,2015-01-01,1,2015-06-02,2015-06-02,0
washingtonfirst bankshares,"['Banking', 'Customer Service', 'Finance', 'Financial Services']",20000000.0,USA,VA,2010-09-18,1,2014-12-30,2014-12-30,1
watch hill partners,"['Consulting', 'CRM', 'Services']",3000000.0,USA,RI,2001-01-01,1,2001-06-25,2001-06-25,1
watchdox,['Enterprise Software'],35750000.0,USA,CA,2008-08-01,4,2008-08-01,2013-01-29,1
watchguard,['Software'],41358853.86867132,USA,WA,1996-01-01,1,2006-08-17,2006-08-17,1
watchmark,['Telecommunications'],26600000.0,USA,WA,1997-09-02,1,2001-12-14,2001-12-14,0
waterstone pharmaceuticals,['Biotechnology'],22392121.0,CHN,12,2008-01-01,2,2012-08-21,2012-09-26,0
wattage,"['Consumer Electronics', 'E-Commerce', 'Hardware', 'Hardware + Software']",200000.0,CAN,ON,2010-05-20,1,2014-08-31,2014-08-31,0
wauwaa,"['Advice', 'Babies', 'Communities', 'Content', 'Digital Media', 'E-Commerce', 'Fashion', 'Kids', 'Parenting', 'Toys']",1631712.0,GBR,H9,2013-04-01,3,2013-06-15,2014-05-21,0
wave life sciences,['Biotechnology'],84000000.0,USA,MA,2010-10-22,2,2015-02-02,2015-08-18,1
wave systems,['Software'],1000000.0,USA,CA,1988-01-01,1,2013-03-13,2013-03-13,0
wave7 optics,['Technology'],59500000.0,USA,GA,1997-11-16,3,2002-02-27,2004-07-23,1
wavecheck,"['Health Care', 'Medical', 'Women']",100000.0,CAN,ON,2010-02-09,1,2014-05-23,2014-05-23,0
waveit,['Apps'],125000.0,ISR,5,2009-11-17,1,2014-02-28,2014-02-28,0
wavemaker,"['Application Platforms', 'Cloud Computing', 'Enterprise Application', 'Enterprise Software', 'Open Source', 'PaaS', 'Web Development']",15920000.0,USA,CA,2003-01-01,4,2005-07-19,2011-02-09,1
wavemark,['Health Care'],18818374.0,USA,MA,2003-01-01,5,2009-08-07,2012-03-07,0
wavesat,['Semiconductors'],22110000.0,CAN,QC,1993-01-01,3,2000-09-11,2009-02-03,1
wavestream,['Manufacturing'],35000035.0,USA,CA,2002-01-19,2,2006-05-02,2009-03-31,1
wavetec vision,['Biotechnology'],91143286.0,USA,CA,1997-01-01,10,2007-05-31,2014-03-06,1
wavii,['Curated Web'],2000000.0,USA,WA,2009-03-01,1,2010-07-01,2010-07-01,1
way systems,['Mobile'],36132514.0,USA,MA,2002-01-01,4,2004-12-08,2009-03-24,1
wayconnected,"['Contact Management', 'Curated Web', 'File Sharing', 'Privacy']",41358853.86867132,USA,CO,2010-02-01,1,2010-01-01,2010-01-01,0
wayerz - optimizing wires. worldwide,"['Finance Technology', 'FinTech']",2400000.0,USA,NY,2014-01-01,2,2015-02-01,2015-07-01,0
wayfair,"['E-Commerce', 'Furniture', 'Retail']",358000000.0,USA,MA,2002-08-01,3,2011-06-21,2014-03-07,1
waymedia,['Mobile Advertising'],25000.0,SGP,unknown,2014-02-01,1,2014-02-01,2014-02-01,0
wayport,['Hardware + Software'],35000000.0,USA,TX,1997-11-28,2,2002-03-11,2004-08-04,1
ways of eating,"['Apps', 'Fitness', 'Training']",907665.232891771,SGP,unknown,2014-11-01,1,2015-01-20,2015-01-20,0
#waywire,"['Entertainment', 'News', 'Politics', 'Social Media']",1750000.0,USA,NY,2012-06-01,1,2012-06-30,2012-06-30,1
waze,"['Navigation', 'Transportation']",67000000.0,USA,CA,2007-01-01,3,2008-03-01,2011-10-18,1
wazoo sports,['Sports'],2000000.0,USA,KY,2004-03-07,1,2008-06-18,2008-06-18,0
bime analytics,"['Big Data Analytics', 'Business Intelligence', 'Data Visualization', 'Enterprise Software']",5000000.0,FRA,A9,2009-07-02,2,2009-07-02,2013-11-21,1
wealth at work,['Finance'],21214175.002838995,GBR,H8,2007-07-13,1,2011-10-24,2011-10-24,1
weare.us,"['Advertising', 'Health Care Information Technology', 'Internet', 'Social Media', 'Social Network Media']",50000.0,USA,CA,2007-12-01,1,2008-08-01,2008-08-01,0
supernova,['Mobile'],20200000.0,USA,CA,2010-12-01,3,2010-01-01,2012-04-01,1
weartolook,"['Fashion', 'Shopping']",21214175.002838995,GBR,H9,2012-01-01,1,2012-01-01,2012-01-01,0
weatherista,"['Curated Web', 'E-Commerce', 'Fashion', 'News', 'Search', 'Shopping']",500000.0,USA,CA,2010-08-16,1,2010-08-15,2010-08-15,0
weathermob,"['Crowdsourcing', 'Mobile']",1010000.0,USA,MA,2011-01-01,2,2012-04-29,2013-07-17,1
weave.ai,"['Apps', 'Operating Systems', 'Software']",118000.0,GBR,H9,2011-03-25,1,2015-07-06,2015-07-06,0
weavly,"['Service Providers', 'Software']",18852.0,AUT,6,2008-05-23,1,2012-09-03,2012-09-03,0
vector city racers,['Games'],4000000.0,SGP,unknown,2004-05-17,1,2008-08-28,2008-08-28,0
webcollage,"['Analytics', 'Content Syndication', 'E-Commerce Platforms', 'Publishing', 'SaaS', 'Sales and Marketing', 'Software']",20643295.0,USA,NY,1999-01-01,5,2007-05-10,2010-11-14,1
webevent,['Internet'],2000000.0,USA,NH,1996-12-15,1,2001-03-28,2001-03-28,1
webevents,['Advertising'],446000.0,GBR,J7,2004-09-07,1,2008-12-19,2008-12-19,0
webex communications,"['Telecommunications', 'Video', 'Video Conferencing']",41358853.86867132,USA,CA,1995-01-01,1,1999-12-14,1999-12-14,1
"workiva, inc.",['Software'],52583497.0,USA,IA,2008-08-01,7,2009-10-13,2014-10-17,1
webgen systems,['Software'],9500000.0,USA,MA,2002-02-18,1,2006-06-01,2006-06-01,0
webify solutions,['Software'],18500000.0,USA,TX,2002-01-01,2,2004-05-04,2005-06-14,1
webinarhero,"['Curated Web', 'Education', 'Semantic Web', 'Training', 'Video Conferencing', 'Video Streaming']",41358853.86867132,USA,CA,2004-09-20,1,2009-01-01,2009-01-01,0
webmd,"['Business Services', 'Curated Web']",14000000.0,USA,NY,1996-01-01,1,2014-09-26,2014-09-26,1
webmedx,['Biotechnology'],41358853.86867132,USA,GA,1992-06-20,1,1996-10-01,1996-10-01,1
webpay,"['Cloud Computing', 'Lighting', 'Web Hosting']",1340000.0,JPN,unknown,2010-03-01,3,2010-12-01,2014-02-26,1
webrage,"['Design', 'Services', 'Web Development']",1215845.0,JPN,8,2009-02-01,1,2015-06-16,2015-06-16,0
websense,['Security'],18000000.0,USA,CA,1994-01-01,1,2006-09-25,2006-09-25,1
webshastra,"['Internet', 'Internet Marketing', 'Services']",10000000.0,IND,19,2001-09-02,1,2005-12-14,2005-12-14,1
websidestory,"['Analytics', 'Services', 'Software']",41358853.86867132,USA,CA,1999-01-01,1,1999-06-18,1999-06-18,1
website pros,"['Web Design', 'Web Development']",7000000.0,SGP,unknown,2000-01-01,1,2004-04-13,2004-04-13,1
webtone technologies,"['Customer Support Tools', 'Enterprises', 'Financial Services']",20000000.0,SGP,unknown,1998-07-21,1,2002-11-01,2002-11-01,0
webupo,['Curated Web'],1552.0,GBR,H9,2011-01-01,1,2011-01-01,2011-01-01,0
webvan,"['Commodities', 'Consumer Goods', 'Groceries', 'Service Industries']",400000000.0,USA,WA,1993-09-20,2,1998-01-01,1999-07-23,0
webvisible,"['Advertising', 'Internet Marketing', 'Local Advertising', 'Sales and Marketing', 'Software']",37000000.0,USA,CA,2001-01-01,3,2005-09-01,2010-02-11,0
wecomm,['Mobile'],6033020.73348125,GBR,H9,2003-05-03,1,2007-08-14,2007-08-14,1
wedding party,"['iPhone', 'Mobile', 'Weddings']",1000000.0,USA,CA,2012-08-01,2,2013-02-21,2013-12-19,1
wedeliver,"['E-Commerce', 'Local', 'Public Transportation', 'Startups']",800000.0,USA,IL,2013-01-08,1,2014-01-15,2014-01-15,1
weemba,['Finance'],10455481.0,USA,FL,2011-01-01,2,2009-11-11,2011-09-13,0
weepo,"['Internet', 'Networking', 'Social Media']",500000.0,SGP,unknown,2013-06-10,1,2015-05-10,2015-05-10,0
weetabix,['Food Processing'],21214175.002838995,GBR,J9,1932-01-01,1,2015-09-01,2015-09-01,1
weeve,['Nonprofits'],4919.0,CAN,BC,2011-10-01,1,2012-05-22,2012-05-22,1
weezic,"['Music', 'Web Tools']",1000000.0,FRA,A8,2011-07-05,1,2013-12-20,2013-12-20,1
wegame,['Social Media'],3500000.0,USA,CA,1840-01-01,2,2007-10-08,2008-03-01,1
wehostels,"['E-Commerce', 'Marketplaces', 'Mobile', 'Social Media', 'Startups', 'Travel']",1265000.0,USA,NY,2011-11-15,3,2011-09-01,2012-03-18,1
weilos,['Health and Wellness'],41358853.86867132,USA,CA,2008-11-18,1,2013-03-01,2013-03-01,1
welike,"['Application Platforms', 'Messaging', 'Photo Sharing']",7000000.0,SGP,unknown,2008-11-10,1,2013-02-21,2013-02-21,0
wellapps,['Hardware + Software'],145000.0,USA,NJ,2009-01-01,1,2011-04-21,2011-04-21,1
wellaware systems,['Biotechnology'],10810000.0,USA,VA,2000-01-01,3,2009-12-08,2012-10-16,1
wellcore,['Hardware + Software'],7499994.0,USA,CA,2007-01-01,2,2009-06-29,2010-07-12,0
wellin5 inc.,"['Healthcare Services', 'Health Services Industry', 'mHealth', 'Mobile Health', 'Personal Health']",100000.0,SGP,unknown,2014-01-29,1,2014-01-30,2014-01-30,0
wellnessliving systems inc.,"['Health and Wellness', 'SaaS', 'Services']",1570532.0,SGP,unknown,2013-11-29,1,2013-12-07,2013-12-07,0
wellocities,['Social Media'],1055547.0,CAN,ON,2003-07-21,1,2007-11-01,2007-11-01,0
wellogix,"['Business Services', 'Energy', 'Oil', 'Professional Services']",8000000.0,USA,TX,1998-01-01,1,2005-09-12,2005-09-12,0
wellsphere,['Health and Wellness'],3000000.0,USA,CA,2002-09-20,1,2007-01-01,2007-01-01,1
wematter,['3D Printing'],285632.0,SGP,unknown,2011-06-13,1,2015-09-24,2015-09-24,0
weplay,['Social Media'],12970000.0,USA,NY,2008-03-01,3,2006-01-01,2008-08-05,1
wepress app,"['Apps', 'Marketplaces', 'Publishing']",15000.0,SGP,unknown,2014-05-03,1,2014-12-01,2014-12-01,0
wer liefert was,['Enterprise Software'],26718000.17836007,DEU,4,1932-01-01,1,2013-01-09,2013-01-09,1
werkadoo,"['Consumer Electronics', 'Curated Web', 'Employment', 'Freelancers', 'Human Resources', 'Legal', 'Project Management', 'Recruiting', 'Staffing Firms']",200000.0,USA,TX,2009-02-01,1,2009-02-01,2009-02-01,0
wesabe,['Finance'],4700000.0,USA,CA,2005-12-01,2,2007-02-01,2007-06-01,0
weservehomes.com,"['Consumers', 'Internet', 'Services']",15000000.0,SGP,unknown,1996-11-16,1,2001-02-27,2001-02-27,0
weshop,['Curated Web'],5750000.0,USA,NY,2006-04-23,2,2010-08-04,2011-01-18,0
weshow,['Games'],5000000.0,USA,NY,2007-06-01,1,2007-06-01,2007-06-01,0
westlake hardware,['Hardware'],41358853.86867132,USA,KS,2001-11-02,1,2006-02-13,2006-02-13,0
wesync.tv,['Mobile'],100000.0,CHL,12,2011-08-23,1,2011-09-07,2011-09-07,0
wet electrics,"['Services', 'Technology']",500000.0,USA,NY,2000-01-01,1,2002-01-05,2002-01-05,0
wetfeet,"['Career Management', 'E-Commerce', 'Human Resources']",9000000.0,USA,PA,1994-01-01,1,2000-01-31,2000-01-31,1
wetpaint,"['Curated Web', 'Web Tools']",39750000.0,USA,WA,2005-10-17,3,2005-10-01,2008-05-19,1
whale communications,"['Security', 'Software', 'Trusted Networks']",38000000.0,USA,NJ,1998-01-01,4,2000-03-31,2006-01-01,1
retailmenot,"['Advertising', 'Coupons', 'Curated Web', 'Custom Retail', 'Marketplaces']",299500000.0,USA,TX,2007-05-01,5,2009-11-01,2011-11-10,1
whaleback systems,['Web Hosting'],17385483.0,USA,NH,2004-01-01,9,2005-07-27,2010-08-25,0
what the trend,"['Curated Web', 'Twitter Applications']",15515606.656651298,SGP,unknown,2009-09-01,1,2009-09-01,2009-09-01,1
what they like,['Curated Web'],1500000.0,USA,CA,2007-08-29,1,2007-09-14,2007-09-14,0
whatsapp,"['Messaging', 'Mobile', 'Mobile Social']",58250000.0,USA,CA,2009-01-01,3,2009-10-01,2013-07-01,1
wheeler real estate investment trust,"['Commercial Real Estate', 'Real Estate', 'Real Estate Investors']",18000000.0,USA,VA,2010-06-07,1,2014-09-18,2014-09-18,1
wheelz,"['Automotive', 'Collaborative Consumption']",15700000.0,USA,CA,2011-01-01,2,2011-09-28,2012-02-22,1
whenu.com,['Software'],35000000.0,USA,NY,2001-01-13,2,2005-04-26,2005-07-06,0
where,['E-Commerce'],22358207.0,USA,MA,2004-01-01,5,2003-12-31,2009-12-23,1
where i've been,"['Facebook Applications', 'Maps', 'Search', 'Social Media', 'Travel']",1750000.0,USA,IL,2007-06-08,2,2008-03-15,2010-04-15,1
whereistand.com,"['Content', 'News', 'Opinions', 'Social Media']",300000.0,USA,NY,2003-09-20,1,2008-01-01,2008-01-01,0
wherenet,['Hardware + Software'],5000000.0,USA,CA,1997-01-01,1,2005-01-31,2005-01-31,1
whereoscope,['Hardware + Software'],41358853.86867132,USA,CA,2010-09-01,1,2010-08-05,2010-08-05,0
whipcar,"['Automotive', 'Online Rental']",21214175.002838995,GBR,H9,2009-01-01,1,2009-01-01,2009-01-01,0
whiptail,"['Enterprise Software', 'Storage']",31000000.0,USA,NJ,2007-03-24,3,2011-07-05,2012-12-13,1
whisher,"['File Sharing', 'Mobile', 'Networking', 'Wireless']",3159200.0,ESP,56,2006-03-01,2,2006-04-01,2007-06-01,1
whiskey media,"['Curated Web', 'Web Development']",4000000.0,USA,CA,2007-10-01,2,2009-03-24,2009-12-31,1
white amber,"['Services', 'Virtual Workforces']",13000000.0,SGP,unknown,1997-10-07,2,2002-01-18,2003-06-05,1
white label,"['Enterprise Software', 'Information Technology', 'Services']",10000000.0,USA,MA,1999-07-27,1,2003-11-07,2003-11-07,0
white rock networks,['Web Hosting'],15500000.0,USA,TX,1999-01-01,1,2005-08-04,2005-08-04,1
whitehill technologies,['Software'],3396991.0,CAN,NB,2000-07-25,1,2004-11-05,2004-11-05,0
whitelight systems,['Business Services'],7000000.0,USA,CA,1992-01-01,1,2001-08-14,2001-08-14,1
whitenoise networks,['Music'],41358853.86867132,USA,CA,2002-09-20,1,2007-01-01,2007-01-01,0
whitfield solar,['Clean Technology'],4460015.0,GBR,unknown,2004-01-01,1,2009-11-04,2009-11-04,0
whobyyou,"['Curated Web', 'Local', 'Location Based Services']",150000.0,USA,NY,2008-07-31,1,2008-12-01,2008-12-01,0
whocanhelp.com,"['Curated Web', 'Local', 'Outsourcing', 'Services']",730000.0,USA,MT,2009-05-01,2,2010-09-01,2011-03-29,0
whole optics,['Semiconductors'],5000000.0,ISR,3,2000-01-01,1,2005-05-15,2005-05-15,0
wi-chi,"['Nanotechnology', 'Semiconductors', 'Solar']",7000000.0,USA,OR,2008-01-01,1,2008-05-15,2008-05-15,0
wibiya,"['Curated Web', 'Web Tools']",2000000.0,USA,CA,2008-01-01,1,2010-04-20,2010-04-20,1
wichorus,['Web Hosting'],42500000.0,USA,CA,2005-01-01,4,2005-12-22,2008-11-04,1
wicom communications,"['Information Technology', 'Services']",12000000.0,SGP,unknown,1997-06-08,1,2001-09-19,2001-09-19,1
wideangle metrics,"['Analytics', 'Internet Marketing', 'Social Media', 'Software']",100000.0,USA,CA,2009-10-01,1,2010-02-01,2010-02-01,0
widemile,['Public Relations'],9500000.0,USA,WA,2000-09-20,2,2005-01-01,2007-09-28,1
widevine technologies,"['Consumer Electronics', 'Digital Rights Management', 'Games', 'Internet TV']",66300000.0,USA,WA,1998-01-01,6,2000-09-01,2009-12-14,1
wifi online,['Mobile'],603000.0,SGP,unknown,2002-02-02,1,2006-05-16,2006-05-16,0
wiggio,"['Collaboration', 'Enterprise Software']",2939581.0,USA,MA,2008-09-15,4,2008-08-01,2012-11-06,1
wijhoudenvanvers,"['Delivery', 'Specialty Foods']",35800843.303138405,NLD,6,2011-01-17,1,2015-04-30,2015-04-30,0
wikets,"['E-Commerce', 'Fashion', 'Online Shopping', 'Social Commerce']",1500000.0,SGP,unknown,2007-02-25,1,2011-06-08,2011-06-08,0
wikicell designs,['Hospitality'],10000000.0,USA,MA,2008-05-24,1,2012-09-04,2012-09-04,0
wikidata,"['Big Data Analytics', 'Databases', 'Information Services']",200000.0,SGP,unknown,2009-04-05,1,2013-07-17,2013-07-17,0
wild needle,['Mobile'],2500000.0,USA,CA,2010-01-01,1,2010-12-29,2010-12-29,1
wild pockets,['Games'],41358853.86867132,USA,CA,2006-01-01,1,2009-05-20,2009-05-20,0
wildblue,['Web Hosting'],50000000.0,USA,CO,2004-01-01,1,2008-09-03,2008-09-03,1
wildcard payments,"['Bitcoin', 'Payments', 'Real Time']",100000.0,SGP,unknown,2008-07-02,1,2015-10-06,2015-10-06,0
wildcard systems,"['Finance', 'Financial Services', 'Services']",14500000.0,USA,FL,1995-01-01,1,2001-10-24,2001-10-24,1
wildfire,"['Advertising', 'Enterprise Software', 'Sales and Marketing', 'Social Media']",14100000.0,USA,CA,2008-07-01,4,2008-12-01,2011-12-01,1
wildwood harvest,"['Consumer Goods', 'Specialty Foods']",3300000.0,SGP,unknown,1997-06-08,1,2001-09-19,2001-09-19,0
wilex,['Biotechnology'],27070000.0,DEU,2,1997-01-01,2,1999-03-01,2010-03-23,1
wilinx,['Semiconductors'],15000000.0,USA,CA,2003-01-01,1,2007-01-10,2007-01-10,0
willcall,"['Events', 'Mobile', 'Ticketing']",2100000.0,USA,CA,2010-06-01,3,2011-05-01,2013-08-07,1
williams-sonoma,['Retail'],3900000.0,USA,CA,1956-01-01,1,2015-03-12,2015-03-12,1
wilocity,['Semiconductors'],55000000.0,ISR,4,2007-01-01,2,2010-07-15,2013-10-17,1
wily technology,['Software'],15000000.0,USA,CA,1998-01-01,1,2003-02-04,2003-02-04,1
wimba,['Software'],25089334.0,USA,NY,2000-02-28,5,2004-06-10,2010-04-19,1
winbox technologies,['Hardware + Software'],1560000.0,DEU,1,2004-01-23,1,2008-05-05,2008-05-05,0
winbuyer,['Software'],6900000.0,GBR,H9,2005-01-01,1,2009-11-23,2009-11-23,0
windeln.de,"['Babies', 'E-Commerce', 'Shopping']",92275758.0,DEU,2,2010-01-01,6,2010-09-16,2015-01-19,1
windensity,['Clean Technology'],13000000.0,USA,CA,2006-01-01,1,2008-01-28,2008-01-28,0
windpipe,['Hardware + Software'],51000.0,USA,CO,2010-01-01,2,2012-08-10,2014-05-02,0
windstream technologies,['Clean Technology'],2000000.0,USA,IN,2005-01-26,2,2009-05-09,2014-07-01,1
inertia beverage group,"['Software', 'Wine And Spirits']",25500100.0,USA,CA,2004-10-22,3,2007-04-03,2012-01-01,0
wineta,"['Customer Service', 'Loyalty Programs', 'Online Shopping']",16781.0,FRA,97,2012-05-29,1,2015-03-02,2015-03-02,0
winetworks,['Mobile'],19000000.0,USA,NY,2002-01-01,2,2006-08-18,2009-03-05,0
wink,['Search'],6200000.0,USA,CA,2004-08-19,1,2005-01-01,2005-01-01,1
winning pitch,['Consulting'],4205355.0,GBR,K2,2006-01-01,1,2014-05-14,2014-05-14,0
winphoria networks,"['Databases', 'Mobile', 'Networking']",84000000.0,USA,MA,1996-12-06,2,2001-03-19,2003-04-17,1
wintegra,['Web Hosting'],50461490.0,USA,TX,2000-01-01,7,2000-01-01,2008-11-01,1
winz,['Apps'],15515606.656651298,SGP,unknown,2010-12-06,1,2015-03-19,2015-03-19,0
wipit,"['Finance', 'Financial Services', 'Mobile', 'Mobile Commerce', 'Mobile Payments', 'Web Development']",999997.0,USA,CA,2010-07-01,4,2010-09-01,2013-09-20,1
wiral internet group,['Curated Web'],3000000.0,SWE,26,2006-01-01,1,2008-10-31,2008-10-31,0
wirama,['Hardware + Software'],1000000.0,USA,CA,2006-01-01,1,2007-02-28,2007-02-28,0
wireless audio ip bv,"['Audio', 'Music', 'Wireless']",6000000.0,NLD,7,2003-04-20,1,2007-08-01,2007-08-01,1
wireless fitness,"['Apps', 'Fitness', 'Wireless']",56526.0,SGP,unknown,2012-01-31,1,2012-10-01,2012-10-01,0
wireless generation,['Software'],5911021.0,USA,NY,2006-02-13,1,2010-05-27,2010-05-27,1
wireless ronin technologies,['Software'],1665000.0,USA,MN,2000-01-01,2,2013-12-30,2014-08-19,1
wis.dm,"['Social Media', 'Social Network Media']",5000000.0,USA,IL,2006-06-01,1,2007-08-01,2007-08-01,0
wisair,['Semiconductors'],55833663.0,ISR,5,2001-01-01,5,2006-01-24,2011-08-09,0
wise systems,"['Enterprise Software', 'Logistics', 'Services']",120000.0,SGP,unknown,2014-01-01,1,2015-06-09,2015-06-09,0
wiseri,"['Artificial Intelligence', 'Crowdsourcing', 'Employment', 'Gamification', 'Recruiting', 'Search']",163524.0,ESP,29,2010-01-01,1,2011-11-01,2011-11-01,0
wisetivi,"['Consumer Electronics', 'Hardware + Software', 'Television']",620000.0,USA,CA,2011-04-10,2,2011-04-10,2012-12-05,0
wishery,"['CRM', 'Data Integration', 'Email', 'Enterprise Software', 'Google Apps', 'Sales and Marketing', 'Services', 'Tech Field Support']",41358853.86867132,USA,CA,2011-03-01,1,2011-10-19,2011-10-19,1
wishpot,"['E-Commerce', 'Shopping', 'Social Media']",1395100.0,USA,WA,2006-11-09,3,2006-01-01,2008-04-29,1
wistla,"['Entertainment', 'Internet', 'Travel']",21214175.002838995,GBR,H9,2014-02-10,1,2014-12-01,2014-12-01,0
wit.ai,['Software'],3000000.0,USA,CA,2013-10-31,2,2014-01-01,2014-10-15,1
witel,['Mobile'],4000000.0,SGP,unknown,2007-02-09,1,2007-09-15,2007-09-15,0
witsbits,"['Cloud Computing', 'Software', 'Storage', 'Web Hosting']",206447.0,USA,CA,2004-01-01,2,2006-01-01,2010-06-24,1
wittlebee,"['E-Commerce', 'Fashion', 'Life Sciences', 'Parenting']",2500000.0,USA,CA,2012-01-01,1,2012-04-05,2012-04-05,1
wix,"['Curated Web', 'Design', 'Internet', 'Software', 'Web Design', 'Web Tools']",58500000.0,ISR,5,2006-01-01,4,2007-12-01,2011-03-28,1
wizboo,"['Advertising', 'Web CMS']",69585.0,SGP,unknown,2008-01-01,1,2009-01-01,2009-01-01,0
wize,"['E-Commerce', 'Reviews and Recommendations', 'Search', 'Shopping']",4988000.0,USA,CA,2006-08-01,2,2007-01-01,2008-01-01,1
wizee,"['Brand Marketing', 'Celebrity', 'Promotional']",500000.0,FRA,A8,2010-09-01,1,2011-06-01,2011-06-01,1
wizzgo,['Games'],2500000.0,FRA,A8,2006-07-01,2,2007-12-01,2008-06-01,0
wokup,"['Document Management', 'Publishing', 'Software']",11701776.0,FRA,A8,2000-01-01,1,2002-01-23,2002-01-23,1
woldme,"['Games', 'Kids', 'Social Network Media', 'Tutoring', 'Video']",1500000.0,SGP,unknown,2007-01-01,1,2007-01-01,2007-01-01,0
wolf minerals,['Clean Technology'],183000000.0,AUS,8,2009-12-06,1,2014-03-19,2014-03-19,0
womn,"['Internet', 'Women']",120000.0,USA,CA,1992-01-01,1,2014-07-16,2014-07-16,1
wonderhill,['Games'],7000000.0,USA,CA,2005-01-23,1,2009-05-06,2009-05-06,1
wooboard.com,"['B2B', 'Curated Web', 'Gamification', 'Human Resources', 'SaaS']",700000.0,AUS,2,2011-06-01,2,2011-07-07,2012-01-22,1
woofradar,['Pets'],400000.0,USA,CA,2013-01-01,1,2013-09-01,2013-09-01,0
woome,"['Curated Web', 'Women']",17400000.0,USA,CA,2000-12-01,3,2007-04-01,2008-06-12,1
woowho,['Curated Web'],41358853.86867132,USA,OH,2012-01-01,1,2012-10-03,2012-10-03,0
"work around me, inc","['Communities', 'Events', 'Social Media', 'Virtual Workforces']",80000.0,SGP,unknown,2015-03-01,1,2015-06-01,2015-06-01,0
workday,"['Colleges', 'Enterprise Software', 'Finance', 'FinTech', 'Human Resources', 'SaaS', 'Technology', 'Web Development']",175000000.0,USA,CA,2005-03-01,3,2005-01-01,2011-10-24,1
