name,category_list,funding_total_usd,country_code,state_code,founded_at,funding_rounds,first_funding_at,last_funding_at,status
yes.no,"['Q&A', 'Social Network Media']",1000000,ISR,5,2015-01-01,1,2015-05-01,2015-05-01,closed
Yesmail,"['Curated Web', 'Email']",9000000,USA,OR,1997-01-01,1,1999-05-18,1999-05-18,acquired
YESTODATE.COM,['Curated Web'],1000000,USA,FL,2009-06-03,1,2009-06-03,2009-06-03,closed
Juke,"['Application Platforms', 'Social Media', 'Sports']",20000,USA,NY,,1,2015-08-24,2015-08-24,closed
Yibailin,"['Android', 'Internet', 'Mobile', 'Social Network Media', 'Software']",60000,CHN,4,2011-06-18,1,2011-06-18,2011-06-18,closed
Yield Software,"['Optimization', 'Semantic Search', 'SEO', 'Software']",6000000,USA,CA,2007-01-01,1,2008-06-04,2008-06-04,acquired
Yieldex,"['Advertising', 'Web Tools']",18500000,USA,NY,2007-01-01,3,2009-02-18,2011-09-28,acquired
Yindou,,975094,,,,1,2014-08-15,2014-08-15,closed
Yinman,,-,,,,1,2014-02-01,2014-02-01,closed
Yipes Communications,,200000000,,,,1,2001-02-05,2001-02-05,closed
Ymagis,"['Digital Media', 'Information Technology', 'Services']",15336992,FRA,A8,2007-08-22,2,2008-10-01,2014-01-24,ipo
Yobble,"['iPhone', 'Mobile']",-,USA,CA,2011-01-18,1,2011-06-01,2011-06-01,closed
Yobeeda,"['Application Platforms', 'Human Resources', 'Recruiting']",175060,SWE,26,,1,2015-07-27,2015-07-27,closed
Yobongo,"['Curated Web', 'Mobile Devices']",1350000,USA,CA,2010-01-01,1,2011-03-23,2011-03-23,acquired
Yodel,,8000000,USA,CA,,1,2005-06-02,2005-06-02,closed
Yodlee,['Finance'],124309780,USA,CA,1999-01-01,4,2006-06-29,2012-05-09,acquired
Yoga Works,"['Exercise', 'Health and Wellness']",13000000,USA,CA,1987-01-01,1,2007-08-31,2007-08-31,acquired
YogaMe oy,,67239.1959686366,,,2012-10-01,1,2015-05-10,2015-05-10,closed
Yoggie Security Systems,['Hardware + Software'],2800000,ISR,2,2005-01-01,2,2006-05-11,2007-01-22,acquired
Yoke,['Curated Web'],500000,,,,1,2011-06-01,2011-06-01,acquired
Yomoni,"['Banking', 'Internet', 'Wealth Management']",3918297,FRA,A8,2014-11-01,1,2015-06-09,2015-06-09,closed
Wander (f. YongoPal),"['Mobile', 'Social Media']",185000,USA,CA,2010-01-01,5,2010-04-01,2011-01-01,closed
Yoomba,['Messaging'],-,USA,CA,,1,2007-07-01,2007-07-01,closed
Yoomly,['Curated Web'],-,USA,CA,2010-01-01,1,2010-01-30,2010-01-30,closed
yoone,['Games'],197597,DEU,7,2010-11-03,1,2010-11-03,2010-11-03,closed
yoonew,['Curated Web'],4000000,USA,NY,2004-01-01,2,2005-08-01,2007-01-01,closed
YOOWALK,"['Games', 'Virtual Worlds']",-,FRA,A8,2006-10-25,1,2008-02-01,2008-02-01,closed
Yoox Group,['Fashion'],5800000,USA,NY,2000-01-01,4,2000-01-01,2005-09-01,ipo
Yopolis,"['Communities', 'Governments', 'Social Commerce']",1000000,,,,1,2012-11-01,2012-11-01,closed
YoQueVos,['Curated Web'],25000,ARG,7,2008-10-01,1,2011-09-01,2011-09-01,closed
York Space Systems LLC,,-,,,2015-01-01,3,2015-01-01,2015-10-15,closed
Yoshirt,,-,,,,1,2015-03-17,2015-03-17,closed
Yostro,['Public Relations'],38880,CAN,ON,2010-10-01,1,2010-10-20,2010-10-20,acquired
Yottabyte NetStorage,['Storage'],26000000,,,,1,2001-09-19,2001-09-19,closed
YottaYotta,['Data Visualization'],40648791,CAN,AB,2000-01-01,2,2000-08-29,2004-03-01,closed
You cook,['Hospitality'],-,,,,1,2012-01-01,2012-01-01,acquired
YOU On Demand Holdings,['Video on Demand'],25000000,USA,NY,,1,2014-02-18,2014-02-18,ipo
You Software,['Software'],9000000,,,,1,2005-12-05,2005-12-05,closed
YouBeauty,['Health and Wellness'],13495343,,,2010-10-28,3,2010-12-20,2014-02-06,acquired
YouBeQB,['Sports'],-,USA,WA,2008-08-14,1,2007-05-01,2007-05-01,closed
youcalc,"['Analytics', 'Business Intelligence', 'Gadget', 'Graphics', 'Music', 'Visualization', 'Web Development', 'Web Tools']",3840000,DNK,17,2006-06-01,3,2003-06-01,2008-01-01,acquired
YouCastr,"['Broadcasting', 'Games', 'Sports', 'Video Streaming']",500000,USA,MA,2007-06-04,1,2008-02-01,2008-02-01,closed
YouHelp,"['Charity', 'Entertainment', 'Humanitarian', 'Social Media', 'Social Network Media']",-,AUT,9,2010-01-01,1,2010-01-01,2010-01-01,closed
Youku,"['Broadcasting', 'Photography', 'Technology']",1320000000,CHN,23,2006-12-21,6,2006-03-01,2014-04-28,acquired
Youlicit,['Curated Web'],-,USA,NY,2006-09-01,1,2008-01-01,2008-01-01,closed
YouLike,"['Identity', 'Social Media', 'Social Network Media']",310000,TUR,34,2012-04-01,1,2012-04-01,2012-04-01,closed
Young Innovations,['Manufacturing'],-,USA,MO,1995-01-01,1,2013-03-03,2013-03-03,ipo
Youngevity International,"['Beauty', 'Consumer Goods', 'Women']",9400000,USA,CA,,2,2014-04-04,2015-01-21,ipo
YourDOST,"['Fitness', 'Health and Wellness', 'Healthcare Services']",400000,IND,19,2014-12-15,1,2015-11-04,2015-11-04,closed
Your Energy,['Clean Technology'],53030000,GBR,H9,,1,2008-07-31,2008-07-31,closed
Your Survival,['Curated Web'],425000,USA,CT,2006-10-01,1,2008-11-10,2008-11-10,closed
YourCall.tv,,-,USA,GA,,1,2015-03-15,2015-03-15,closed
YourLocal,,-,,,,1,2015-07-10,2015-07-10,closed
Yourshore,,-,,,2015-07-01,1,2015-08-15,2015-08-15,closed
YourTeamOnline,['Sports'],43179,CAN,NL,2007-01-21,1,2007-03-25,2007-03-25,closed
YouScan,"['Analytics', 'Social Media', 'Social Media Marketing', 'Social Media Monitoring']",-,RUS,48,2009-11-01,1,2010-02-01,2010-02-01,acquired
Youshipped.com,"['E-Commerce', 'Internet', 'Portals', 'Shipping']",40968,IRL,7,2012-07-09,1,2013-12-06,2013-12-06,closed
Youtego,"['Collaboration', 'Curated Web', 'Reviews and Recommendations', 'Software', 'Visualization']",-,USA,CA,2009-08-07,3,2009-01-11,2009-10-10,closed
YouTube,"['Entertainment', 'Games', 'Online Rental', 'Video']",11500000,USA,CA,2005-02-01,2,2005-11-01,2006-04-01,acquired
Youyiche Holdings,,-,,,,1,2014-12-18,2014-12-18,closed
YTO Express,"['Delivery', 'Service Providers', 'Services']",-,,,2000-05-28,1,2015-05-14,2015-05-14,closed
Yub,['E-Commerce'],12000000,USA,CA,2013-01-01,1,2013-11-19,2013-11-19,acquired
Yuehai Feed Group,,-,CHN,5,,1,2015-11-17,2015-11-17,closed
YumDots,"['Mobile', 'Restaurants', 'Reviews and Recommendations']",-,,,,1,2008-01-01,2008-01-01,closed
YuMe,['Advertising'],75816240,USA,CA,2004-01-01,9,2006-08-01,2012-05-23,ipo
Yunait,['Curated Web'],2894000,ESP,29,2009-10-20,1,2011-04-12,2011-04-12,acquired
Yunnex,,16000000,,,,1,2015-11-03,2015-11-03,closed
Yuntaa,"['Storage', 'Web Hosting']",1472100,BEL,12,2006-08-01,1,2008-01-01,2008-01-01,closed
YUPIQ,"['Film', 'Music', 'Social Media', 'Sports']",-,CAN,BC,2011-03-01,1,2011-08-26,2011-08-26,closed
Yurbuds,"['Audio', 'Hardware + Software', 'Music', 'Sports']",10158510,USA,MO,2009-01-01,4,2010-05-03,2013-08-01,acquired
Yurpy,['Curated Web'],25000,,,2013-01-01,1,2011-09-05,2011-09-05,closed
Yuzoz,,500000,,,,1,2006-11-14,2006-11-14,closed
"YY, Inc.","['Games', 'Technology']",-,CHN,30,2005-04-01,3,2008-08-19,2012-11-21,ipo
Z2,['Games'],6499999,USA,WA,2009-01-01,3,2008-10-01,2011-03-30,acquired
Zabu Studio,['Games'],950000,USA,CA,2010-01-01,1,2010-12-28,2010-12-28,acquired
Zacharon Pharmaceuticals,['Biotechnology'],533000,USA,CA,2004-01-01,2,2010-06-24,2012-04-04,acquired
Zackfire.com,['Web Hosting'],6000,PAK,8,2010-07-28,1,2011-02-02,2011-02-02,closed
Zadby,"['Games', 'Sales and Marketing', 'Video']",-,USA,VA,2002-01-01,1,2008-04-01,2008-04-01,closed
Zadspace,['Software'],3200000,USA,CT,2006-01-01,1,2011-03-24,2011-03-24,closed
Zafgen,['Biotechnology'],155180000,USA,MA,2005-01-01,7,2006-09-11,2014-04-17,ipo
Zakazaka,"['Delivery', 'Recipes', 'Specialty Foods']",1000000,,,,1,2013-06-01,2013-06-01,closed
Zaker,,-,,,,1,2011-01-01,2011-01-01,closed
Zalicus,"['Biotechnology', 'Health Care']",78500000,USA,MA,2000-01-01,3,2002-01-01,2011-06-29,ipo
"Zambeel,Inc.","['Internet', 'Storage', 'Technology']",52600000,USA,CA,,1,2001-11-05,2001-11-05,closed
Zamzee - A Welltok Company,['Health and Wellness'],1000000,USA,CA,2010-01-01,1,2010-11-22,2010-11-22,acquired
Zangi,"['Audio', 'Video']",1500000,,,2014-01-01,1,2014-04-05,2014-04-05,closed
Zango,"['Games', 'Video']",40000000,USA,WA,1999-01-01,2,2004-03-01,2006-06-01,closed
Zannel,"['Messaging', 'Social Network Media']",16000000,USA,CA,,2,2006-10-04,2008-06-02,acquired
Zao.com,"['Social Media', 'Social Recruiting']",1300000,USA,CA,2011-09-04,1,2012-06-28,2012-06-28,acquired
Zapgocharger Ltd,,577250.442491738,,,,1,2015-05-13,2015-05-13,closed
ZAPITANO,"['Entertainment', 'Games', 'Social Media', 'Social Television', 'Television']",2998823,,,2011-01-01,3,2012-01-13,2013-10-01,closed
ZappChoice,"['Entertainment', 'Games']",184529.406078926,,,2013-03-01,1,2012-03-10,2012-03-10,closed
Zappedy,['Curated Web'],-,CHL,12,2010-01-01,1,2010-08-01,2010-08-01,acquired
Zappli,"['Mobile', 'Mobile Commerce', 'Mobile Payments', 'Mobile Shopping', 'Networking', 'Price Comparison', 'Shopping', 'Social Buying']",500000,USA,CA,,1,2010-11-29,2010-11-29,acquired
Zappos,['Curated Web'],62750000,USA,NV,1999-01-01,8,1999-01-01,2005-11-01,acquired
Zassi Medical Evolutions,"['Health Care', 'Medical Devices', 'Services']",3000000,USA,FL,,1,2001-01-24,2001-01-24,closed
Zattikka,"['Games', 'Online Gaming']",25500000,GBR,H9,2009-01-01,3,2009-10-02,2012-04-16,closed
Zattoo,"['Games', 'Peer-to-Peer', 'Television']",10000000,USA,MI,2005-01-01,1,2007-11-01,2007-11-01,acquired
Zave Networks,['Curated Web'],15036298,USA,KS,2006-01-01,4,2006-09-01,2010-12-01,acquired
Zayante,['Software'],4500000,,,1996-01-01,2,1998-10-01,1999-05-01,acquired
Zayo,"['Data Centers', 'Internet', 'Mobile', 'Mobile Infrastructure', 'Telecommunications']",310000000,USA,CO,2007-11-01,2,2007-08-30,2007-11-16,ipo
Zazengo,['Curated Web'],-,,,,1,2007-12-01,2007-12-01,closed
Zebit,['Finance'],55000000,GBR,H9,2011-01-01,2,2012-05-24,2013-07-08,closed
Zebra Technologies,['Enterprise Software'],2000000000,USA,IL,1991-01-01,1,2014-09-16,2014-09-16,ipo
Zebtab,"['Content', 'Entertainment', 'Gadget', 'Games', 'Music', 'News', 'Publishing', 'Software', 'Sports', 'Television', 'Video', 'Video Streaming', 'Web Development', 'Web Tools']",280000,GBR,H9,2005-08-01,1,2007-04-28,2007-04-28,closed
Zecter,"['Document Management', 'File Sharing', 'Storage', 'Web Hosting']",2515000,USA,CA,2007-06-01,3,2007-06-01,2009-12-14,acquired
Zee.Dog,"['Design', 'Lifestyle Products', 'Pets']",1000000,BRA,21,2012-06-13,1,2012-05-15,2012-05-15,closed
Zeebo,"['Consumer Electronics', 'Education', 'Emerging Markets']",25000000,USA,CA,2007-01-01,2,2010-05-27,2011-08-29,closed
zeenworld,"['Finance', 'Financial Services', 'Investment Management']",12023,,,2011-02-05,2,2011-02-02,2011-03-03,ipo
Zeer,"['Groceries', 'Hospitality', 'Public Relations', 'Reviews and Recommendations']",1050000,USA,MA,2007-06-01,1,2007-08-01,2007-08-01,closed
Zeetl,"['Messaging', 'Social Media', 'Telephony']",-,CAN,BC,2013-03-01,1,2013-09-01,2013-09-01,acquired
Zeevo,"['Semiconductors', 'Software', 'Wireless']",20000000,USA,CA,,1,2003-11-20,2003-11-20,acquired
Zefanclub,['Social Media'],1000000,FRA,A8,2008-01-01,1,2008-01-01,2008-01-01,closed
Zeifie,"['Apps', 'Messaging', 'Mobile']",61138.2836816363,,,2015-06-30,1,2015-06-30,2015-06-30,closed
Zelena Posta,,-,,,2013-08-01,1,2013-12-01,2013-12-01,closed
Zelnas,"['3D', 'Electronics', 'Nanotechnology']",704000,,,,1,2013-09-02,2013-09-02,closed
Zeltiq Aesthetics,['Biotechnology'],70424200,USA,CA,2005-01-01,3,2007-10-29,2010-06-03,ipo
Zencoder,"['Audio', 'Cloud Computing', 'Data Security', 'SaaS', 'Software', 'Video', 'Web Development']",2000000,USA,CA,2007-01-01,2,2010-02-01,2011-04-12,acquired
Zend Technologies,"['Cloud Computing', 'Mobile', 'PaaS', 'SaaS', 'Services', 'Software']",51000000,USA,CA,1999-01-01,6,2004-07-19,2014-06-24,acquired
Zenda Technologies,['Biotechnology'],3000000,USA,GA,,1,2008-01-01,2008-01-01,closed
Zendesk,"['Customer Service', 'Customer Support Tools', 'Enterprise Software', 'SaaS', 'Tech Field Support']",85500000,USA,CA,2007-10-05,6,2008-06-18,2014-05-15,ipo
"Zenfolio, Inc","['Databases', 'Photography', 'Web Hosting']",220000,USA,CA,2005-01-01,1,2005-04-01,2005-04-01,acquired
ZenGame 禅游科技,"['Internet', 'Mobile Games', 'Online Gaming']",-,,,2010-07-17,1,2010-07-17,2010-07-17,closed
Zenph Sound Innovations,"['Apps', 'Music', 'Music Services']",10806952,USA,NC,,2,2009-11-13,2011-03-15,closed
Zenprise,"['Mobile', 'Mobile Devices', 'Mobile Security', 'Mobility']",64630000,USA,CA,2003-01-01,6,2005-06-06,2012-01-01,acquired
Zenring,['Mobile'],500000,USA,CA,2008-03-19,1,2008-05-01,2008-05-01,closed
ZenSoon,"['Beauty', 'Health and Wellness', 'Internet', 'Online Reservations']",429564,FRA,A8,2012-01-01,1,2013-09-01,2013-09-01,acquired
Zentact,"['Contact Management', 'Networking', 'Web Hosting']",250000,USA,CA,2008-09-01,1,2008-09-01,2008-09-01,closed
Zenter,['Curated Web'],15000,,,,1,2007-01-01,2007-01-01,acquired
Zenverge,['Semiconductors'],112254773,USA,CA,2005-01-01,9,2007-02-05,2013-12-10,acquired
Zeo,['Analytics'],27138500,USA,MA,2003-12-01,6,2009-12-15,2012-05-03,closed
Zep Solar,"['Clean Technology', 'Renewable Energies', 'Solar']",10571182,USA,CA,2009-01-01,1,2013-11-20,2013-11-20,acquired
ZEPHYR Digital,"['Advertising', 'Mobile Advertising']",350000,USA,CA,2015-01-15,2,2014-12-25,2015-06-05,closed
Zeptosens,"['Biotechnology', 'Health Care', 'Medical']",8323094,CHE,5,,1,2001-02-27,2001-02-27,closed
Zero Gravity Solutions,['Biotechnology'],4700000,USA,FL,2013-01-01,2,2014-07-18,2015-11-20,ipo
Zero9,"['Advertising', 'MicroBlogging', 'Mobile', 'Telecommunications']",44208000,ITA,9,,1,2008-02-21,2008-02-21,closed
ZeroG Wireless,['Hardware + Software'],30000000,USA,CA,,2,2007-06-06,2008-10-01,acquired
ZeroPaper S/A,"['Finance', 'Financial Services', 'Small and Medium Businesses', 'Software']",200000,BRA,22,2012-04-05,2,2012-06-01,2013-05-01,acquired
ZeroPlus.com,"['Customer Service', 'Services', 'VoIP']",2000000,,,,1,2001-03-27,2001-03-27,closed
Zeros & Ones,,20000000,USA,CA,,1,1999-12-13,1999-12-13,closed
ZeroVM,"['Cloud Computing', 'Enterprise Software', 'Finance', 'IaaS', 'PaaS', 'SaaS', 'Software', 'Virtualization']",1538000,USA,TX,2011-05-01,2,2013-01-14,2013-04-30,acquired
Zetelic,['Big Data'],-,CHN,22,,1,2013-01-03,2013-01-03,closed
Zetland,"['Advertising', 'Media', 'Publishing']",1289641,DNK,17,2012-01-01,2,2015-06-04,2015-09-17,closed
ZettaCom,"['Design', 'Manufacturing', 'Semiconductors']",19200000,USA,CA,,2,2001-05-15,2003-07-09,acquired
ZettaCore,['Semiconductors'],38500000,USA,CO,1999-01-01,2,2004-01-20,2009-05-11,closed
Zeugma Systems,['Web Hosting'],31500000,CAN,ON,2004-01-01,2,2007-12-01,2009-03-17,closed
Zeus,['Software'],10855911.000825,GBR,C3,1995-01-01,2,2001-11-19,2005-03-08,acquired
Zhanzuo,['Social Media'],13000000,CHN,22,,2,2006-07-01,2007-08-01,closed
ZhenXin,['Health Care'],11700,TWN,,,1,2013-08-29,2013-08-29,closed
Zhijiang Jonway Automobile,['Automotive'],29030000,CHN,2,,1,2010-07-08,2010-07-08,acquired
Ziegler,['Financial Services'],33015000,USA,IL,1902-01-01,3,2014-05-30,2015-02-26,ipo
Ziftit,"['Gift Registries', 'Shopping']",4000000,USA,CA,2011-02-01,1,2013-07-09,2013-07-09,closed
Zigswitch,"['Clean Energy', 'Clean Technology', 'Energy Efficiency', 'Wireless']",50000,USA,MA,2009-06-18,1,2010-12-01,2010-12-01,closed
Zila Networks,['Mobile'],1000000,USA,FL,2009-07-28,1,2009-07-28,2009-07-28,closed
Ziliko,['E-Commerce'],907099,CAN,QC,2009-01-01,4,2009-05-01,2011-06-01,closed
Zilker Labs,['Semiconductors'],27000000,USA,TX,2003-01-01,3,2005-04-12,2007-10-02,closed
ZillionTV,"['Games', 'Television']",22899998,USA,CA,,3,2008-02-05,2010-02-24,closed
ZilloPay,"['E-Commerce', 'Payments', 'Real Estate']",25000,USA,TX,2007-08-01,1,2007-12-01,2007-12-01,closed
Zillow,"['Business Services', 'Marketplaces', 'Real Estate']",96627980,USA,WA,2005-01-01,5,2005-10-01,2012-12-12,ipo
ZIM Plant Technology GmbH,,-,,,,1,2012-04-04,2012-04-04,acquired
Zimbra,"['Collaboration', 'Email', 'Productivity Software', 'Software', 'Web Development']",14500000,USA,CA,2003-01-01,1,2006-04-01,2006-04-01,acquired
Zimi,"['Mobile', 'Mobile Devices', 'Online Shopping']",15000000,,,,1,2015-03-18,2015-03-18,closed
Zimp Recompensas,['Loyalty Programs'],21929.8245614035,BRA,27,2013-04-01,1,2013-08-10,2013-08-10,closed
Zimride,['Public Transportation'],15000000,USA,CA,,1,2013-01-30,2013-01-30,acquired
Zin.gl,['Curated Web'],1100000,RUS,48,2011-02-01,3,2010-04-12,2011-02-01,closed
Zinc Ahead,['Biotechnology'],-,GBR,K2,2002-03-01,1,2013-06-21,2013-06-21,acquired
Zinch,"['Apps', 'Colleges', 'Curated Web']",5486842,USA,UT,2007-02-01,3,2007-12-01,2009-10-20,acquired
Zinergi,"['Business Services', 'Events', 'Services']",-,,,2015-01-01,1,2015-06-05,2015-06-05,closed
Zing Systems,"['Games', 'Music']",26000000,USA,CA,2007-06-01,2,2006-12-01,2007-01-01,acquired
Zingku,['Curated Web'],1000000,USA,MA,2005-01-01,1,2006-06-08,2006-06-08,acquired
ZinkoTek,['Curated Web'],2000000,USA,CA,2007-04-01,1,2008-05-26,2008-05-26,closed
Zinwave,['Mobile'],21331144,GBR,C3,2005-01-01,3,2005-08-03,2010-03-01,acquired
Zions Bancorporation,['Finance'],87900000,USA,UT,1873-01-01,1,2013-09-13,2013-09-13,ipo
ZIOPHARM Oncology,['Biotechnology'],62559527,USA,NY,2005-01-01,2,2009-09-28,2015-01-28,ipo
Zip Trade Technologies,,20000000,,,,1,2007-11-08,2007-11-08,closed
Zipano,['Security'],25000,USA,PA,2009-06-01,1,2009-07-01,2009-07-01,closed
Zipcar,['Public Transportation'],60704370,USA,MA,2000-10-31,4,2002-12-20,2010-12-15,acquired
zipcodemailer.com,"['Postal and Courier Services', 'Public Relations']",15000,USA,AZ,2008-10-11,1,2008-09-10,2008-09-10,closed
Zipdial,['Mobile'],-,IND,19,2010-03-01,3,2011-04-13,2013-04-15,acquired
Zipidee,['E-Commerce'],-,,,2007-02-01,1,2007-10-14,2007-10-14,closed
ZipList,"['Android', 'Cooking', 'Curated Web', 'Ediscovery', 'iPhone', 'Productivity Software', 'Recipes', 'Startups', 'Weddings']",4500000,USA,VA,2008-01-01,2,2010-01-01,2010-11-24,acquired
Ziplocal,"['Advertising', 'Business Services', 'Internet Marketing', 'Local Search', 'Search']",14003543,CAN,ON,2006-01-01,2,2006-10-01,2007-07-01,acquired
Zipments,"['E-Commerce', 'Enterprise Software', 'Logistics', 'Mobile', 'Postal and Courier Services', 'Retail']",2250000,USA,NY,2010-01-01,3,2011-03-15,2013-09-16,acquired
Zippy.com.au Pty LTD,"['Coupons', 'Discounts', 'Gift Card', 'QR Codes']",200000,,,,1,2013-02-01,2013-02-01,acquired
ZipRealty,"['Finance', 'FinTech', 'Real Estate']",8000000,USA,CA,1999-01-01,1,2001-06-11,2001-06-11,acquired
Ziptel,"['Communications Hardware', 'Telecommunications', 'Wireless']",4319243,AUS,8,,1,2014-11-10,2014-11-10,ipo
Ziptr,['Software'],8300000,USA,MA,,2,2010-10-20,2011-06-01,closed
Ziptronix,['Semiconductors'],12000000,USA,NC,2000-01-01,4,2005-08-11,2010-09-01,acquired
Zipzoom,['E-Commerce'],2200000,CAN,ON,2007-01-01,1,2011-02-11,2011-02-11,closed
Zirtual,"['Collaborative Consumption', 'E-Commerce', 'Professional Services', 'Virtual Workforces']",5463475,USA,NV,2011-01-31,4,2013-01-14,2015-07-21,acquired
Zite,['Publishing'],2000000,USA,CA,2011-03-09,1,2007-01-01,2007-01-01,acquired
Zitra.com,"['B2B', 'E-Commerce', 'Fashion', 'Marketplaces', 'Sales and Marketing', 'Wholesale']",-,DEU,7,2012-01-01,1,2011-12-15,2011-12-15,acquired
Ziva Software,['Mobile'],1700000,IND,19,2005-01-01,1,2007-03-14,2007-03-14,closed
Zkey.com,,10000000,,,,1,1999-11-22,1999-11-22,closed
Zlango,,12000000,,,,1,2007-02-12,2007-02-12,closed
Zlio,['E-Commerce'],4000000,FRA,A8,2005-11-01,1,2007-07-01,2007-07-01,closed
Zmags,"['Brand Marketing', 'Content Creators', 'Content Delivery', 'Enterprise Software', 'Media', 'Publishing', 'Software']",18549997,USA,MA,2006-12-01,6,2008-05-29,2014-01-21,acquired
Zmanda,['Software'],13000000,USA,CA,2005-01-01,2,2005-01-01,2007-05-22,acquired
Znapshop,"['E-Commerce', 'Mobile Commerce']",50000,,,2011-04-18,1,2011-04-01,2011-04-01,closed
Znode,"['E-Commerce', 'Online Shopping', 'Software', 'Web Development']",1700000,USA,OH,,1,2008-10-02,2008-10-02,acquired
Zoe Majeste,"['E-Commerce', 'Jewelry']",-,FRA,A8,2013-03-05,2,2012-12-13,2012-12-15,closed
Zogenix,"['Biotechnology', 'Health Care']",167062156,USA,CA,2006-01-01,6,2006-08-28,2010-07-13,ipo
zoidu,['Curated Web'],48600,CAN,ON,,1,2010-10-20,2010-10-20,acquired
Zoji,['Curated Web'],1500000,USA,WA,2004-10-01,1,2007-10-01,2007-10-01,closed
Zokem,"['Analytics', 'Data Mining', 'Mobile']",2388400,FIN,13,2008-01-01,1,2010-06-08,2010-06-08,acquired
Zonare Medical Systems,['Health Care'],109693276,USA,CA,1999-01-01,5,2004-07-02,2010-11-18,acquired
Zong,"['Mobile', 'Mobile Payments', 'Payments']",15000000,CHE,7,2000-11-15,1,2010-04-26,2010-04-26,acquired
Zoodak,['Finance'],580000,USA,CA,2008-04-01,1,2009-08-01,2009-08-01,closed
Zookal,"['E-Commerce', 'Education', 'Textbooks']",2060000,AUS,2,2011-03-01,3,2011-12-01,2013-09-30,closed
ZOOM Technologies,['Mobile'],7926240,USA,NY,,1,2010-12-22,2010-12-22,ipo
Zoombu,"['Search', 'Startups', 'Travel']",-,GBR,H9,2008-07-01,2,2008-12-01,2009-06-02,acquired
Zoomio Holding,['Software'],7130000,DNK,17,2002-01-01,1,2007-12-19,2007-12-19,acquired
Zoomorama,['Curated Web'],2150110,FRA,A8,,2,2007-04-01,2008-06-01,closed
ZoomSafer,"['Fleet Management', 'Mobile', 'Risk Management']",3350000,USA,VA,2009-01-01,4,2009-03-01,2011-03-07,acquired
Zooomr,"['Curated Web', 'File Sharing', 'Photography']",50000,USA,CA,2006-03-01,1,2006-02-01,2006-02-01,closed
Zoopla,"['Property Management', 'Real Estate']",13387373.8236279,GBR,H9,2007-06-01,3,2007-01-01,2010-12-23,ipo
Zooplus,"['Pets', 'Trading']",-,DEU,2,1999-01-01,1,2000-01-01,2000-01-01,ipo
ZOOT,"['E-Commerce', 'Fashion', 'Lifestyle']",6,,,2012-09-01,2,2012-01-01,2015-01-21,closed
Zoove,"['Advertising', 'App Marketing', 'Mobile']",59139710,USA,NY,2004-03-01,7,2006-06-20,2014-03-05,acquired
Zopim,"['Chat', 'E-Commerce', 'Messaging']",392000,SGP,,2008-01-01,3,2007-09-01,2010-10-05,acquired
Zorap,"['Curated Web', 'Music', 'Photography', 'Video', 'Video Chat', 'Video Conferencing']",2251000,USA,ME,2008-04-21,2,2009-11-01,2010-10-18,closed
Zosano Pharma,['Biotechnology'],158688887,USA,CA,2006-10-01,9,2007-11-15,2015-02-03,ipo
ZS Pharma,['Biotechnology'],122987972,USA,TX,2008-01-01,5,2010-12-14,2014-07-18,acquired
Ztail,"['E-Commerce', 'Price Comparison']",1500000,USA,CA,2005-01-01,2,2008-05-01,2009-04-01,closed
Zubican,"['B2B', 'Curated Web', 'Internet Marketing', 'Procurement']",-,USA,CA,2006-12-01,1,2008-05-01,2008-05-01,acquired
Zubka,['Consulting'],3919186.37690815,GBR,B9,2006-01-01,1,2007-02-09,2007-02-09,closed
zulily,"['Babies', 'E-Commerce', 'Flash Sales', 'Kids', 'Retail', 'Specialty Retail', 'Women']",138600000,USA,WA,2010-01-01,4,2009-12-17,2012-11-15,acquired
Zumbox,"['Curated Web', 'Internet']",28300000,USA,CA,2006-10-01,4,2008-06-23,2012-07-10,closed
Zume Life,"['Health and Wellness', 'iPhone', 'Mobile', 'Social Network Media']",1700000,USA,CA,2006-07-25,2,2007-01-01,2008-04-01,closed
ZummZumm,"['Android', 'Apps', 'Identity', 'iOS', 'Messaging', 'Mobile', 'Social Media']",50000,GBR,H9,2011-11-06,1,2012-05-22,2012-05-22,closed
zurvu,"['Internet', 'Online Reservations', 'Restaurants']",1200000,USA,NY,,1,2014-03-20,2014-03-20,acquired
Zuujit,['E-Commerce'],2700000,USA,CA,2010-01-01,1,2010-04-30,2010-04-30,closed
zuuka!,"['Apps', 'Entertainment', 'Kids', 'Mobile', 'Publishing']",-,USA,CA,2009-04-10,2,2011-01-24,2012-06-11,acquired
ZUUMTEL,"['Automotive', 'Design', 'Real Time']",300000,,,2014-09-16,2,2013-04-01,2014-09-16,closed
Zuvvu,"['Advertising', 'Social Media Advertising', 'Social Media Marketing', 'Social Media Monitoring']",12000,IND,9,2010-06-01,1,2011-11-01,2011-11-01,closed
Zvents,"['Concerts', 'Curated Web', 'Entertainment', 'Events', 'Kids', 'Music', 'Nightlife', 'Restaurants', 'Social Media', 'Ticketing']",55200000,USA,CA,2005-03-01,4,2005-10-05,2011-09-30,acquired
ZYB,"['Mobile', 'Networking', 'Social Network Media']",3845100,DNK,17,,2,2005-01-01,2006-09-01,acquired
Zygo Communications,"['Mobile', 'SMS']",-,GBR,H9,2005-06-21,1,2007-11-19,2007-11-19,closed
Zygo Corporation,['Manufacturing'],9000000,USA,CT,,1,2011-10-24,2011-10-24,acquired
